Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,,,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/06/2013,362.94,,,,,,,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,18/06/2013,309.58,,,,,,,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,LIBRARY MAGNA BOOKS LIMITED,04/06/2013,249.76,,,,,,,,
Customer & People Services,Library Services,LLAA,Supplies & Services,Libraries Book Fund,BERTRAMS LIBRARY SERVICES,03/06/2013,114.14,,,,,,,,
Customer & People Services,People Services,NHAC,Employees,Staff Training,LOCAL GOVERNMENT ASSOCIATION,03/06/2013,199,,,,,,,,
Customer & People Services,People Services,NHAC,Employees,Professional Subs,CHARTERED INST OF PERSONNEL DEVELOPMENT,14/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,17/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Mobile Phones,ORANGE PCS LTD,27/06/2013,195,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,12/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,REED BUSINESS INFORMATION LTD,12/06/2013,1800,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,West Midlands Employers,10/06/2013,8500,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,14/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,14/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,14/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAC,Supplies & Services,Subscriptions,CHARTERED INST OF PERSONNEL DEVELOPMENT,17/06/2013,138,,,,,,,,
Customer & People Services,People Services,NHAG,Employees,Staff Training,The Open University,05/06/2013,2000,,,,,,,,
Customer & People Services,People Services,NOAH,Supplies & Services,Computer Software (Maint),NORTHGATEARINSO UK LTD,10/06/2013,1058.06,,,,,,,,
Customer & People Services,People Services,NOAH,Supplies & Services,Computer Software (Maint),Oaresome LTD,25/06/2013,5750,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP PLC,11/06/2013,9823.18,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL,11/06/2013,3247.4,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,18/06/2013,3247.4,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL,19/06/2013,3142.36,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Printing - Print Room,TAWS PRINTERS LTD,17/06/2013,216,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,G FORCE EXPRESS PARCELS LTD,17/06/2013,524.12,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Computer Software (Maint),BOTTOMLINE TECHNOLOGIES,06/06/2013,1647.06,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,06/06/2013,8914.99,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP PLC,06/06/2013,3142.36,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Parental Access Travel,NORTHGATE INFORMATION SOLUTIONS UK LTD,06/06/2013,15000,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,06/06/2013,8771.95,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Computer Software (Maint),NORTHGATE INFORMATION SOLUTIONS UK LTD,21/06/2013,1300,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,26/06/2013,2751.94,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Printing - Print Room,TAWS PRINTERS LTD,26/06/2013,180,,,,,,,,
Customer & People Services,Revenues,LRTA,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,18/06/2013,2191.2,,,,,,,,
Customer & People Services,Revenues,LRTA,Third Party Payments,Other Government - Services,NORTHGATE INFORMATION SOLUTIONS UK LTD,11/06/2013,336.95,,,,,,,,
Customer & People Services,Revenues,LRTA,Third Party Payments,Other Government - Services,NORTHGATE INFORMATION SOLUTIONS UK LTD,06/06/2013,1300,,,,,,,,
Customer & People Services,Revenues,LRTB,Employees,Course Fees,HBINFO LTD,18/06/2013,199,,,,,,,,
Customer & People Services,Revenues,LRTB,Supplies & Services,Service Contracts,NORTHGATE INFORMATION SOLUTIONS UK LTD,17/06/2013,5575,,,,,,,,
Customer & People Services,Revenues,LRTB,Supplies & Services,Printing - Other,TAWS PRINTERS LTD,04/06/2013,385.7,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAC,Supplies & Services,Other Grants (Expenses),Worcester Research,10/06/2013,13100,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAF,Supplies & Services,Marketing & Publicity,CRAIN COMMUNICATIONS LIMITED,24/06/2013,5000,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",AEAJ,Supplies & Services,Web Services,DESIGN:ONE LTD,19/06/2013,147.5,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAN,Capital Expenditure,Payments to Contractor,JONES & HAMPTON LTD,19/06/2013,123.65,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAN,Capital Expenditure,External Professional Fees,Parry Carver Solicitors,04/06/2013,900,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAN,Capital Expenditure,Site Purchase,THE WREKIN HOUSING TRUST,28/06/2013,30000,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAR,Capital Expenditure,Payments to Contractor,DMW ENVIRONMENTAL SAFETY LTD,13/06/2013,175,,,,,,,,
"Development, Business & Housing","AD - Development, Business & Housing",WCAR,Capital Expenditure,Payments to Contractor,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,17/06/2013,396,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAC,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,26/06/2013,11963,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAC,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,26/06/2013,4163,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAC,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,26/06/2013,9093.8,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAC,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,17/06/2013,630.91,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAC,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,513.91,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,26/06/2013,27265.78,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAD,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,220.87,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,17/06/2013,352.22,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAE,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,1291.87,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAF,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,17/06/2013,522,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,SEVERN TRENT WATER LTD,20/06/2013,2467.3,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,20/06/2013,1176.8,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,12/06/2013,6583.98,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,12/06/2013,5648.97,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,17/06/2013,4024.42,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,2853.58,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAG,Capital Expenditure,Payments to Contractor,KIER CONSTRUCTION LTD,24/06/2013,1516876.36,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,20/06/2013,6210,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Payments to Contractor,TAYLORS MECHANICAL H & P SERVICES LTD,20/06/2013,2584.89,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,Plan Environment Services Fees,WARD HADAWAY SOLICITORS,17/06/2013,241.2,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAH,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,964.1,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,VIDEK LIMITED,20/06/2013,119.27,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,24/06/2013,428913,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,17/06/2013,1596.33,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,Payments to Contractor,Shepherd Construction Ltd,03/06/2013,280201,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAJ,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,1019.74,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAL,Capital Expenditure,Legal Fees,WARD HADAWAY SOLICITORS,20/06/2013,941.8,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAL,Capital Expenditure,Legal Fees,THE COAL AUTHORITY,12/06/2013,138,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,17/06/2013,352.23,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAL,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,821.4,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,Plan Environment Services Fees,WARD HADAWAY SOLICITORS,20/06/2013,527.2,,,,,,,,
"Development, Business & Housing",Building Schools for the Future (BSF),WGAS,Capital Expenditure,External Professional Fees,MOTT MACDONALD LIMITED,04/06/2013,273.95,,,,,,,,
"Development, Business & Housing",Business & Development Planning,AEAD,Supplies & Services,Marketing & Publicity,GET SMART,05/06/2013,5370.5,,,,,,,,
"Development, Business & Housing",Business & Development Planning,AEAD,Supplies & Services,Web Services,GRITT DESIGN,24/06/2013,7500,,,,,,,,
"Development, Business & Housing",Business & Development Planning,AEAG,Supplies & Services,Marketing & Publicity,BRIGHTER BUSINESS SOLUTIONS (UK) LTD,04/06/2013,1500,,,,,,,,
"Development, Business & Housing",Business & Development Planning,AEAG,Supplies & Services,Marketing & Publicity,BRIGHTER BUSINESS SOLUTIONS (UK) LTD,04/06/2013,970,,,,,,,,
"Development, Business & Housing",Business & Development Planning,AEAG,Supplies & Services,Marketing & Publicity,BRIGHTER BUSINESS SOLUTIONS (UK) LTD,04/06/2013,1500,,,,,,,,
"Development, Business & Housing",Business & Development Planning,DHAW,Supplies & Services,Other Grants (Expenses),THE WREKIN HOUSING TRUST,07/06/2013,310.09,,,,,,,,
"Development, Business & Housing",Business & Development Planning,EWAJ,Employees,Professional Subs,INST OF ENVIRONMENTAL MGT & ASSESSMENT,06/06/2013,145,,,,,,,,
"Development, Business & Housing",Business & Development Planning,EWAJ,Supplies & Services,Computer Software (Maint),EXEGESIS SDM,13/06/2013,239,,,,,,,,
"Development, Business & Housing",Business & Development Planning,EWAJ,Supplies & Services,Research Surveys,Three Dragons (LC) Ltd,03/06/2013,2474,,,,,,,,
"Development, Business & Housing",Business & Development Planning,EWAJ,Supplies & Services,Research Surveys,Lepus Consulting Ltd,12/06/2013,504,,,,,,,,
"Development, Business & Housing",Business & Development Planning,EWAJ,Supplies & Services,Conference Expenses,Planning for Real,18/06/2013,400,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,20/06/2013,4441,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,20/06/2013,5439.43,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,20/06/2013,150,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MP BUILDING & PLUMBING LTD,20/06/2013,1975,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,R E BROWN BUILDERS LIMITED,20/06/2013,1484.39,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,780,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MP BUILDING & PLUMBING LTD,04/06/2013,4000,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,04/06/2013,2005,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,04/06/2013,843,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,04/06/2013,117,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THREE PINES BUILDING CO LTD,18/06/2013,4321.16,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,18/06/2013,1633,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ROSEMONT BUILDING CONTRACTORS,18/06/2013,1588.6,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THREE PINES BUILDING CO LTD,18/06/2013,3314.38,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,18/06/2013,3066.35,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,18/06/2013,780,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,18/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,18/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,04/06/2013,102,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,12/06/2013,1899,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,12/06/2013,1600,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,E DAVIES & SON,20/06/2013,10000,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,DMW ENVIRONMENTAL SAFETY LTD,04/06/2013,954.36,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,ADDISON & LANS LTD,07/06/2013,2842,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,MARTIN EVANS CONSTRUCTION LTD,07/06/2013,4783.35,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,07/06/2013,240,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,STANNAH LIFT SERVICES LTD,07/06/2013,17162,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,AIDS & ADAPTIONS LTD,03/06/2013,4431.53,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,Terry Group Limited,03/06/2013,7819,,,,,,,,
"Development, Business & Housing",Business & Development Planning,WDAF,Capital Expenditure,Other Capital Expenditure,THE WREKIN HOUSING TRUST,03/06/2013,575.47,,,,,,,,
