Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,External Foster Care Payments,The Children's Family Trust,26/07/2018,3214.2
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Childminders,HONEYBUNS NURSERIES,11/07/2018,242.8
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,SHIFNAL & PRIORSLEE MEDICAL PRACTICE,24/07/2018,147.72
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,WOODSIDE MEDICAL PRACTICE,25/07/2018,110
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Complaints,FOSTERING NETWORK,02/07/2018,2702
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Premises-Related Expenditure,Hire Of Rooms,MEETING POINT TRUST LTD,12/07/2018,152.2
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Doctors Fees,Baddeley Green Surgery,30/07/2018,140
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Supplies & Services,Respite Care,Caretech LTD T/A Inspire (Acorn House),23/07/2018,1578.36
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,26/07/2018,14312.7
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,06/07/2018,16285.71
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,PETERBOROUGH CITY COUNCIL,18/07/2018,1586
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Oracle Care Limited,27/07/2018,19928.57
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Bryn Melyn Care Ltd,18/07/2018,16151
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Bryn Melyn Care Ltd,06/07/2018,17712.9
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,HORIZON CARE & EDUCATION GROUP LTD,26/07/2018,13644.34
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,26/07/2018,15721.34
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,Options College Shifnal BESD (1),25/07/2018,15977.71
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,02/07/2018,11571.3
Safeguarding and Early Help,"Family Placements, Children in Care, Leaving Care & Emergency Duty Team",Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,01/08/2018,11957.01
