Service Delivery Area(T),Service Delivery Team(T),ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),IDN SUPPLIES LTD,02/02/2018,5625.81
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),IDN SUPPLIES LTD,02/02/2018,14511.38
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),IDN SUPPLIES LTD,02/02/2018,16628.37
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),IDN SUPPLIES LTD,08/02/2018,22468.17
Commercial Services,ICT,Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,14/02/2018,3368.15
Commercial Services,ICT,Supplies & Services,Consultants Fees,UNIT4 BUSINESS SOFTWARE LTD,01/02/2018,2520
Commercial Services,ICT,Supplies & Services,Consultants Fees,UNIT4 BUSINESS SOFTWARE LTD,01/02/2018,350
Commercial Services,ICT,Supplies & Services,Telecomms,Airband Community Internet,06/02/2018,250
Commercial Services,ICT,Supplies & Services,Telecomms,Airband Community Internet,01/02/2018,250
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,02/02/2018,361.05
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,02/02/2018,568.05
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,20/02/2018,110
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,20/02/2018,110
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,28/02/2018,322.5
Commercial Services,ICT,Supplies & Services,Stationery,PREMIER PAPER GROUP LTD,28/02/2018,537.5
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,12/02/2018,623.7
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,12/02/2018,117.5
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,21/02/2018,216.82
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,22/02/2018,1445
Commercial Services,ICT,Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,01/02/2018,623.7
Commercial Services,ICT,Capital Expenditure,Payments to Contractor,CAPITA IT SERVICES LIMITED,15/02/2018,71170
Commercial Services,ICT,Capital Expenditure,Payments to Contractor,NORTHGATEARINSO UK LTD,12/02/2018,939.38
Commercial Services,ICT,Capital Expenditure,Payments to Contractor,NORTHGATEARINSO UK LTD,12/02/2018,9344.69
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,02/02/2018,110
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,02/02/2018,220
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,02/02/2018,224.7
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,02/02/2018,110
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,02/02/2018,2090.3
Commercial Services,ICT,Capital Expenditure,Payments to Contractor,NORTHGATEARINSO UK LTD,20/02/2018,3167.47
Commercial Services,ICT,Capital Expenditure,Payments to Contractor,CAPITA IT SERVICES LIMITED,21/02/2018,71170
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,4353.95
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,535
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,114.9
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,7174.35
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,1102.5
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,230
Commercial Services,ICT,Capital Expenditure,Computer Hardware,EUROPEAN ELECTRONIQUE LTD,22/02/2018,149.7
Commercial Services,Policy & Strategy,Supplies & Services,Fees,3S PRINT & DISPLAY LIMITED,01/02/2018,595
Commercial Services,Policy & Strategy,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),23/02/2018,125.76
Commercial Services,Policy & Strategy,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,09/02/2018,176.6
Commercial Services,Policy & Strategy,Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,01/02/2018,217
Commercial Services,Policy & Strategy,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,16/02/2018,170
Commercial Services,Policy & Strategy,Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,16/02/2018,170
Commercial Services,Property & Design (BiT),Employees,Course Fees,UNIVERSITY OF WOLVERHAMPTON (80970905),05/02/2018,2007
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,01/02/2018,480
Commercial Services,Property & Design (BiT),Supplies & Services,Fees,DMW ENVIRONMENTAL SAFETY LTD,20/02/2018,450
Commercial Services,Property & Design (BiT),Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,20/02/2018,114.92
Commercial Services,Property & Design (BiT),Supplies & Services,Comp Hardware (Purch / Hire),EUROPEAN ELECTRONIQUE LTD,20/02/2018,344.76
Commercial Services,Property & Design (BiT),Supplies & Services,Comp Software (Purch / Hire),IHS (GLOBAL) LTD,13/02/2018,17621.74
Commercial Services,Property & Design (BiT),Supplies & Services,Comp Software (Purch / Hire),PHOENIX SOFTWARE LTD,14/02/2018,472
Commercial Services,Property & Design (BiT),Supplies & Services,Advertising,Media 10 Limited,15/02/2018,500
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,BRITA WATER FILTER SYSTEMS LTD,27/02/2018,186.69
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,ANGEL SPRINGS LTD / PHS GROUP,21/02/2018,497.38
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Automated building & energy controls,28/02/2018,220
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/02/2018,285.7
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,27/02/2018,390
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/02/2018,695
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,28/02/2018,131.11
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/02/2018,592.95
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,05/02/2018,163.89
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,05/02/2018,112
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,21/02/2018,132.49
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,21/02/2018,112.48
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,26/02/2018,106
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,06/02/2018,15860
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,14/02/2018,165
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/02/2018,995
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/02/2018,236.63
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/02/2018,152
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,07/02/2018,101.89
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,GRANVILLE CONSTRUCTION & MAINTENANCE LTD,06/02/2018,6000
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/02/2018,176.08
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,21/02/2018,246.65
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/02/2018,158.08
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/02/2018,289.6
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/02/2018,400.35
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,07/02/2018,235.56
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,21/02/2018,1069.73
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WINDOW & DOOR CONTRACT SERVICES,21/02/2018,162.64
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Reacted Personal Information,26/02/2018,225.6
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,Reacted Personal Information,26/02/2018,495.4
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PRYCE (BUILDERS) LTD,14/02/2018,176
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,21/02/2018,150
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,NOBRIDGE LTD,26/02/2018,350
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,630
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,246.86
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,147.4
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,175.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,672
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,432
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,264
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,240
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,288
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,312
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,192
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,TAYLORS MECHANICAL H & P SERVICES LTD,21/02/2018,432
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,IDRIS CONTRACT FLOORING LTD,14/02/2018,475
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,402.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,1242.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,207.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,172.5
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,120
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,14/02/2018,210
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,PP ELECTRICAL SERVICES (Shropshire) Ltd,08/02/2018,378.75
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,152.88
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,26/02/2018,166.68
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,26/02/2018,157.92
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,109.34
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,110.9
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,214.67
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,430.7
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,795.09
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,JCE & SONS LTD,05/02/2018,819
Commercial Services,Property & Design (BiT),Premises-Related Expenditure,R&M -Buildings DLO Charge,WREKIN DRAIN SERVICES LTD,07/02/2018,120
