Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Supplies & Services,Section 17 Childrens Act,REDACATED PERSONAL INFORMATION,29/04/2013,125,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Supplies & Services,Section 17 Childrens Act,REDACATED PERSONAL INFORMATION,22/04/2013,125,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Supplies & Services,Section 17 Childrens Act,REDACATED PERSONAL INFORMATION,08/04/2013,125,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Supplies & Services,Section 17 Childrens Act,REDACATED PERSONAL INFORMATION,15/04/2013,125,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAJ,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,23/04/2013,211.8,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,15/04/2013,504.75,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAL,Third Party Payments,Childminders,WOODVILLE DAY NURSERY,10/04/2013,646,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAL,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,12/04/2013,481.22,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAL,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,29/04/2013,493.27,,,,,
Children's Safeguarding,Case Management & Children in Care,JMAL,Third Party Payments,Private Contractors,NESTOR PRIMECARE SERVICES LTD T/A ALLIED HEALTHCARE,29/04/2013,426.13,,,,,
Children's Safeguarding,Case Management & Children in Care,JPAC,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COUNCIL,04/04/2013,37743,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAB,Third Party Payments,Interpreters Fees,PEARL LINGUISTICS LTD,18/04/2013,152,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAB,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,11/04/2013,166,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAE,Employees,Agency Supply Costs,AIR SOCIAL CARE,29/04/2013,1391.94,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAE,Employees,Agency Supply Costs,AIR SOCIAL CARE,29/04/2013,1728.71,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAE,Employees,Agency Supply Costs,AIR SOCIAL CARE,29/04/2013,1382.57,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAE,Employees,Agency Supply Costs,AIR SOCIAL CARE,29/04/2013,1187.27,,,,,
Children's Safeguarding,Case Management & Children in Care,JSAE,Employees,Agency Supply Costs,AIR SOCIAL CARE,29/04/2013,1108.61,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Employees,Staff Training,The Enabling Technology & Training Network,10/04/2013,420,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Employees,Staff Training,The Enabling Technology & Training Network,26/04/2013,210,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,10/04/2013,1500.03,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,12/04/2013,-857.16,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Supplies & Services,Supportive Lodgings,SAAIL,11/04/2013,168.75,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Supplies & Services,Other Grants (Expenses),SHROPSHIRE COUNCIL,11/04/2013,1335,,,,,
Children's Safeguarding,Placements & Fostering,JMAF,Supplies & Services,Section 17 Childrens Act,EXPOTEL HOTEL RESERVATIONS LIMITED,30/04/2013,213.7,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Supplies & Services,Other Grants (Expenses),INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,08/04/2013,2657.01,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Supplies & Services,Subsistence,EXPOTEL HOTEL RESERVATIONS LIMITED,22/04/2013,118.66,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3346.36,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,15/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/04/2013,3631.43,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/04/2013,3344.68,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3244.33,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,25/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,15/04/2013,3412,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,08/04/2013,3195.92,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/04/2013,3050.18,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,04/04/2013,3344.68,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,26/04/2013,3042,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,25/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,15/04/2013,3267.81,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,15/04/2013,3685.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,08/04/2013,762.49,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,08/04/2013,3419.92,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PROGRESS CHILDREN'S SERVICES LTD,15/04/2013,3564,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,03/04/2013,507.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,By The Bridge,15/04/2013,4238.57,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,2958.68,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3344.69,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,2657.14,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,03/04/2013,1939.7,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3450.3,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,2767.85,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,2657.14,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3082.29,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3631.43,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,16/04/2013,3991.95,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,16/04/2013,409.26,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,10/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,08/04/2013,3227.26,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NEXUS FOSTERING,30/04/2013,3693,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3520.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3277.79,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,2767.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3077.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3210.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,2635,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,03/04/2013,3277.81,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,10/04/2013,564.3,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NEW HORIZONS CHILD CARE LTD,10/04/2013,13285.8,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,15/04/2013,3685.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3210.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,30/04/2013,3423,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PROGRESS CHILDREN'S SERVICES LTD,15/04/2013,4264.2,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,29/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACTION FOR CHILDREN LIMITED,22/04/2013,-4256.69,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PHOENIX FOSTERING,16/04/2013,5310,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,16/04/2013,3424.2,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,26/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/04/2013,3244.34,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,05/04/2013,2932.6,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,05/04/2013,-1252.54,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,05/04/2013,-1225.64,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,PATHWAY CARE LTD,05/04/2013,2922.68,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,2780,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,09/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,THE ADOLESCENT & CHILDRENS TRUST,10/04/2013,3003.9,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,10/04/2013,225.4,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,REGIONAL FOSTER PLACEMENTS,08/04/2013,3449.99,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,11/04/2013,3492.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,Childcare Bureau,22/04/2013,3997.5,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,09/04/2013,798.7,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,09/04/2013,114.1,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACORN FOSTERING SERVICES,09/04/2013,3300,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACORN FOSTERING SERVICES,09/04/2013,3410,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3077.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,30/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,08/04/2013,675.22,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,RED KITE FOSTERING,03/04/2013,5247.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,2053.57,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3450.3,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,2712.5,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,3210.71,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,09/04/2013,2012.5,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,30/04/2013,3334.18,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,30/04/2013,-2433.6,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,18/04/2013,3492.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING PRIORY,22/04/2013,-3492.86,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,18/04/2013,895,,,,,
Children's Safeguarding,Placements & Fostering,JPAD,Transport-Related Expenditure,Transport,EXPOTEL HOTEL RESERVATIONS LIMITED,11/04/2013,203.8,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Other Travel,SHROPSHIRE COUNCIL,05/04/2013,2340,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Subscriptions,FOSTERING NETWORK,18/04/2013,349.6,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Subscriptions,FOSTERING NETWORK,18/04/2013,353.4,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Form F Assessments,REDACTED PERSONAL INFORMATION,04/04/2013,1500,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Form F Assessments,REDACTED PERSONAL INFORMATION,05/04/2013,1500,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Form F Assessments,REDACTED PERSONAL INFORMATION,05/04/2013,1500,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Registration / Licence Fees,BAAF REGISTERED CHARITY,12/04/2013,857.68,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Supplies & Services,Subscriptions,FOSTERING NETWORK,18/04/2013,770.47,,,,,
Children's Safeguarding,Placements & Fostering,JPAM,Third Party Payments,Childminders,EARLYWORLD LIMITED F783,15/04/2013,575,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,12/04/2013,13064.33,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,12/04/2013,12642.9,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,12/04/2013,12642.9,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,12/04/2013,13064.33,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,04/04/2013,37972.58,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,Residential Expenditure,SAAIL,17/04/2013,2142.9,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,15/04/2013,2325.9,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,08/04/2013,6642.99,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,08/04/2013,6200,,,,,
Children's Safeguarding,Placements & Fostering,JPAN,Third Party Payments,External Foster Care Payments,PARK FOSTER CARE,08/04/2013,3419.92,,,,,
