Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Neighbourhood & Leisure Services,Arts & Culture,LCAE,Supplies & Services,Artistes Fees,THE COMEDY STORE LTD,25/09/2013,1500,
Neighbourhood & Leisure Services,Arts & Culture,LCAF,Supplies & Services,Artistes Fees,TADLOP,11/09/2013,3162,
Neighbourhood & Leisure Services,Arts & Culture,LCAH,Supplies & Services,Artistes Fees,SCADGE LTD,26/09/2013,200,
Neighbourhood & Leisure Services,Arts & Culture,LCAH,Supplies & Services,Artistes Fees,BIRMINGHAM REPERTORY THEATRE LIMITED,30/09/2013,804.16,
Neighbourhood & Leisure Services,Arts & Culture,LCAL,Supplies & Services,Artistes Fees,THE CULTURAL SISTERS,02/09/2013,560,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,7SENSE,03/09/2013,57017.06,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,3S PRINT & DISPLAY LIMITED,17/09/2013,290,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,Octopus Arts Shropshire,17/09/2013,2340,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,SIGNS EXPRESS (TELFORD),04/09/2013,587,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Hotch Potch Performance,19/09/2013,160,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Infamous Community Arts,19/09/2013,850,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Equipment - Hire,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),12/09/2013,128.34,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,HOLIDAY INN TELFORD,02/09/2013,2125,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Jazzjiveswing,17/09/2013,350,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Four and Twenty Arts CIC,17/09/2013,600,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,SGA Productions Limited,17/09/2013,1493.63,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,David Groom Sound Limited,18/09/2013,275,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,AA Signs,06/09/2013,975,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Security Services,Level 1 Group Lincoln Limited,23/09/2013,472.5,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Security Services,Level 1 Group Lincoln Limited,23/09/2013,1903.5,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,The Fetch - mask and puppet theatre,23/09/2013,350,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Security Services,Level 1 Group Lincoln Limited,23/09/2013,1026,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Miscellaneous Insurance,COUNTYLOOS LIMITED,16/09/2013,1721.4,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,CORPORATE TOGS LTD,16/09/2013,375,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,SiteLink Communication Ltd,25/09/2013,180,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,ROB FINNEY PHOTOGRAPHY,25/09/2013,350,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Acrojou Circus Theatre,11/09/2013,900,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,Acrojou Circus Theatre,11/09/2013,200,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Promotion Expenses,TADLOP,11/09/2013,300,
Neighbourhood & Leisure Services,Arts & Culture,LCAM,Supplies & Services,Artistes Fees,Urban Associates Public Relations Ltd,30/09/2013,2500,
Neighbourhood & Leisure Services,Arts & Culture,LCAN,Supplies & Services,Other Expenses,DMC STOCKTAKING,26/09/2013,160,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Employees,Professional Subs,Cause4,05/09/2013,397.5,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,16/09/2013,695.34,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Equipment - Repair,Alan Gregory music,12/09/2013,168.75,
Neighbourhood & Leisure Services,Arts & Culture,LCAQ,Supplies & Services,Laundry & Towel Hire,Cause4,16/09/2013,119.5,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Supplies & Services,Security Services,WHITEFOOTS LIMITED,17/09/2013,253.62,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEAB,Third Party Payments,Private Contractors,NPOWER LIMITED,19/09/2013,125.35,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,30/09/2013,419.19,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,04/09/2013,362.91,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,02/09/2013,2823.25,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBA,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,02/09/2013,1501.83,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,17/09/2013,8977.96,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,6876.38,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,2997.72,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,2920.39,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,1012.82,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,4939.81,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,SALT UNION LTD,24/09/2013,2967.34,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,Sir G. Williams & Co,24/09/2013,200,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBK,Premises-Related Expenditure,R&M -Buildings DLO Charge,PRISMO RD MARKINGS T/A PRISMO TRAFFIC,24/09/2013,3275,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Equipment - Hire,STANFORD MARSH FINANCE LTD,05/09/2013,345,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EEBP,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,24/09/2013,6940.08,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAL,Third Party Payments,Pool cleaning,A HAND SERVICES (Dyno Rod) LTD,24/09/2013,126,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAL,Third Party Payments,Pool cleaning,A HAND SERVICES (Dyno Rod) LTD,24/09/2013,126,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAL,Third Party Payments,Pool cleaning,A HAND SERVICES (Dyno Rod) LTD,24/09/2013,315,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAL,Third Party Payments,Private Contractors,FITZGERALD CONTRACTORS LTD,25/09/2013,3046.96,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1107.2,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2360.84,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2726.89,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2983.03,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,3230.11,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,3486.36,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,5654.97,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAM,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,777.78,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1034.03,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1088.88,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAN,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1747.71,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Ad-hoc Maintenance,E.ON UK ENERGY SERVICES LTD,24/09/2013,3883,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,1491.57,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAP,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,2168.71,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHAS,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,9004.06,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),30/09/2013,192.48,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,17870.82,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBC,Premises-Related Expenditure,Electricity,West Mercia Energy (WME),25/09/2013,34771.83,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/09/2013,200671.15,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EHBM,Third Party Payments,Private Contractors,TELFORD & WREKIN SERVICES LTD,17/09/2013,771399.99,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,ESAE,Supplies & Services,Drainage,A HAND SERVICES (Dyno Rod) LTD,23/09/2013,504,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EWAQ,Supplies & Services,Legal,Sharpe Pritchard,24/09/2013,18058.88,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,EWAQ,Supplies & Services,Financial Services,GRANT THORNTON UK LLP,05/09/2013,15139.06,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Dark Lane Drive,FITZGERALD CONTRACTORS LTD,17/09/2013,7789.86,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Ercall Gardens,FITZGERALD CONTRACTORS LTD,17/09/2013,125.67,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Priors Lodge,FITZGERALD CONTRACTORS LTD,17/09/2013,5434.32,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Drainage works,A HAND SERVICES (Dyno Rod) LTD,17/09/2013,126,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Underpass Brockton,FITZGERALD CONTRACTORS LTD,17/09/2013,2495.38,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Laurel Drive,FITZGERALD CONTRACTORS LTD,17/09/2013,3697.15,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,17/09/2013,1208.36,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,17/09/2013,804.1,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Drainage works,A HAND SERVICES (Dyno Rod) LTD,30/09/2013,189,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Village Farm,FITZGERALD CONTRACTORS LTD,30/09/2013,808.52,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Disconnections Spout Lane,Eon Sustainable Energy,03/09/2013,548,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Street Lighting,SIMMONSIGNS LTD,12/09/2013,2089,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,04/09/2013,13398.33,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,12/09/2013,709.55,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,12/09/2013,3660.06,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Lighting Blists Hill Tunnel,E.ON UK ENERGY SERVICES LTD,04/09/2013,20000,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Works Doseley Road,FITZGERALD CONTRACTORS LTD,19/09/2013,1823.74,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Street Lighting,SIMMONSIGNS LTD,13/09/2013,409.11,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Inspection Lighting Columns,KIWA Ltd,05/09/2013,14534.8,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,24/09/2013,2624.68,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,24/09/2013,328.4,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Payments to Contractor,TRAFFIC & COMMERCIAL SIGNS LTD,24/09/2013,640.76,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAD,Capital Expenditure,Topographical survey,M & A SURVEYS LTD,30/09/2013,1820,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Payments to Contractor,SIGNS EXPRESS (TELFORD),04/09/2013,210,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Fees,GORMAN MANAGEMENT SERVICES LTD,04/09/2013,2779.92,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Traffic Management Scheme Dawley,FITZGERALD CONTRACTORS LTD,05/09/2013,16328.39,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Repairs Randlay/Stirchley,TELFORD & WREKIN SERVICES LTD,20/09/2013,25165.92,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Wellington Highway works,TELFORD & WREKIN SERVICES LTD,20/09/2013,224845.14,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Works Brockton Way,TELFORD & WREKIN SERVICES LTD,24/09/2013,16019.45,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAF,Capital Expenditure,Street Lighting,SIMMONSIGNS LTD,10/09/2013,3643.86,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Bridge Station Subscription,FSW Information Technology Solutions,12/09/2013,4400,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEAG,Capital Expenditure,Works Smallwood,FITZGERALD CONTRACTORS LTD,23/09/2013,3793.56,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Payments to Contractor,FITZGERALD CONTRACTORS LTD,13/09/2013,14292.66,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,REDACTED PERSONAL INFORMATION,19/09/2013,490,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,11/09/2013,235,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,11/09/2013,305,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,11/09/2013,235,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,11/09/2013,235,
Neighbourhood & Leisure Services,Highways and Neighbourhood Management Service,WEPA,Capital Expenditure,Other Capital Expenditure,Four and Twenty Arts CIC,11/09/2013,235,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Premises-Related Expenditure,R&M - Mechanical,TELFORD GROUP LTD,12/09/2013,137.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Premises-Related Expenditure,R&M - Mechanical,TELFORD GROUP LTD,12/09/2013,117.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Premises-Related Expenditure,R&M - Mechanical,PP ELECTRICAL SERVICES (Shropshire) Ltd,11/09/2013,149,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Heritage and Culture,SIGNS EXPRESS (TELFORD),04/09/2013,575,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,18/09/2013,889.74,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,3JC LTD,18/09/2013,731.25,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,Medway Galvanising Company Ltd,18/09/2013,1472.57,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,18/09/2013,1782.13,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,MAIN MAN SUPPLIES LTD,24/09/2013,183.37,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,BRENNTAG UK LIMITED,18/09/2013,409,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Supplies & Services,Sub Contractors,FITZGERALD CONTRACTORS LTD,18/09/2013,1421.29,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAF,Transport-Related Expenditure,District Council Vehicles,CHARLIES STORES LTD,18/09/2013,308.14,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,131.77,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,127.35,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,338.9,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,125.65,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,284.18,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,161.83,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,12/09/2013,132.6,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,Cafeology,12/09/2013,527.74,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,Cafeology,12/09/2013,425.65,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,CROWN CUP LIMITED,16/09/2013,118.14,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,TROPICAL ICE,25/09/2013,277.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,25/09/2013,102.2,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,25/09/2013,881.85,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,BIKOLD,25/09/2013,169.07,
Neighbourhood & Leisure Services,Leisure Facilities & Services,EPAM,Supplies & Services,Provisions,ROWLANDS & COMPANY,26/09/2013,188.39,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,THE OUTDOORS COMPANY,19/09/2013,585.82,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Equipment - Purchase,Liver Laundry Equipment Limited,16/09/2013,2356,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Equipment - Purchase,Liver Laundry Equipment Limited,16/09/2013,112,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Equipment - Purchase,Liver Laundry Equipment Limited,16/09/2013,165,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Sport Equip - Purchase,ADVENTURE KIT UK LIMITED,26/09/2013,282.32,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,25/09/2013,434.7,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Instructors Fees,CHRIS HUGHES MULTI ACTIVITY SERVICES LTD,25/09/2013,412.48,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,BSF TRADING AS 3663,25/09/2013,787.67,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Supplies & Services,Provisions,WOODWARD FOODSERVICE LTD,06/09/2013,480.81,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Fuel,WD PUGH & SONS,19/09/2013,778.77,
Neighbourhood & Leisure Services,Leisure Facilities & Services,GTAB,Transport-Related Expenditure,Travelling Expenses General,SHROPSHIRE COUNCIL,25/09/2013,5920,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,WEST MERCIA SUPPLIES Catalogue Supplies (None Utility),02/09/2013,191.82,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,PRINCIPAL HYGIENE SYSTEMS,02/09/2013,144,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,BRENNTAG UK LIMITED,03/09/2013,755,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Chemicals/Cleaning Products,PRINCIPAL HYGIENE SYSTEMS,24/09/2013,144,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Equipment - Purchase,HAMMONDS CATERING SERVICES LTD,12/09/2013,127.3,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAD,Supplies & Services,Equipment - Hire,PHS GROUP LTD,11/09/2013,136.94,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Equipment - Hire,SPS LLP,11/09/2013,192.96,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAJ,Supplies & Services,Equipment - Hire,ABC INOFFICE SOLUTIONS LTD,26/09/2013,112.16,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAN,Employees,Staff Training,Les Mills Fitness UK Ltd,03/09/2013,199.39,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAN,Supplies & Services,Equipment - Purchase,SOUND DYNAMICS LIMITED,12/09/2013,359,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Provisions,BIKOLD,19/09/2013,218.91,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Provisions,BIKOLD,19/09/2013,211.7,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Wet Resale Provision,TELFORD WINES,23/09/2013,108.51,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Ski Slope Equipment,Bearing Man Ltd,27/09/2013,332.7,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAP,Supplies & Services,Ski Slope Equipment,Bearing Man Ltd,27/09/2013,242,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEAR,Supplies & Services,Equipment - Hire,AUTOBAR VENDING SERVICES LTD,09/09/2013,264.54,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBD,Supplies & Services,Printing - Other,ALLWAG PROMOTIONS LTD,12/09/2013,475,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LEBF,Supplies & Services,Other Services,INTERSERVE (FACILITIES MANAGEMENT) LTD,04/09/2013,129.16,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,18/09/2013,205.29,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,24/09/2013,186.14,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,25/09/2013,147.07,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,25/09/2013,119.5,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECA,Supplies & Services,Equipment - Hire,SPS LLP,25/09/2013,267.33,
Neighbourhood & Leisure Services,Leisure Facilities & Services,LECC,Supplies & Services,Promotion Expenses,EXOTIC ZOO COMMUNITY INTEREST COMPANY,11/09/2013,300,
