Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount
Neighbourhood & Leisure Services,Leisure Facilities & Services,WLAQ,Capital Expenditure,Payments to Contractor,CHUBB FIRE & SECURITY LTD,18/09/2014,1077.2
Neighbourhood & Leisure Services,Transport and Highway Development,EHAB,Premises-Related Expenditure,Grounds Maintenance - L&CS,THE MIDLAND NEWS ASSOCIATION LTD,16/09/2014,148.5
Neighbourhood & Leisure Services,Transport and Highway Development,EHAB,Premises-Related Expenditure,Grounds Maintenance - L&CS,THE MIDLAND NEWS ASSOCIATION LTD,02/09/2014,222.75
Neighbourhood & Leisure Services,Transport and Highway Development,EHAC,Supplies & Services,Comp Hardware (Purch / Hire),JCT CONSULTANCY LIMITED,10/09/2014,345
Neighbourhood & Leisure Services,Transport and Highway Development,EHAC,Supplies & Services,Comp Hardware (Purch / Hire),JMP CONSULTANTS LIMITED,16/09/2014,2980
Neighbourhood & Leisure Services,Transport and Highway Development,EHAD,Supplies & Services,Consultants Fees,JACOBS UK LIMITED,22/09/2014,17534
Neighbourhood & Leisure Services,Transport and Highway Development,EHAQ,Premises-Related Expenditure,R&M -Buildings DLO Charge,FITZGERALD CONTRACTORS LTD,16/09/2014,35038.2
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,BRITISH TELECOMMUNICATIONS PLC,11/09/2014,412.23
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,Telent Technology Services Ltd,11/09/2014,1142.62
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,Telent Technology Services Ltd,11/09/2014,252.54
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,Telent Technology Services Ltd,17/09/2014,-1142.62
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,Telent Technology Services Ltd,10/09/2014,3382.04
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Premises-Related Expenditure,R&M - Electrical,Telent Technology Services Ltd,10/09/2014,673.43
Neighbourhood & Leisure Services,Transport and Highway Development,EHAW,Supplies & Services,Highways Equipment,Telent Technology Services Ltd,23/09/2014,815.08
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Premises-Related Expenditure,Planned Repairs,FITZGERALD CONTRACTORS LTD,29/09/2014,4819.97
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Consultants Fees,CH2M HILL,29/09/2014,1125.9
Neighbourhood & Leisure Services,Transport and Highway Development,EHBD,Supplies & Services,Monitoring of Traffic,Nationwide Data Collection,01/09/2014,555
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Capital Financing Costs,Leased Buildings,NETWORK RAIL PROPERTY,05/09/2014,"1,872.50"
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,Chipside Ltd,15/09/2014,3588.94
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,METRIC GROUP LTD,12/09/2014,441.36
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Premises-Related Expenditure,R&M -Buildings DLO Charge,METRIC GROUP LTD,12/09/2014,303.42
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Promotion Expenses,BRITISH PARKING ASSOCIATION,29/09/2014,631
Neighbourhood & Leisure Services,Transport and Highway Development,EHBE,Supplies & Services,Other Services,Jade Security Service Ltd,17/09/2014,502.5
Neighbourhood & Leisure Services,Transport and Highway Development,EHBF,Supplies & Services,Postages,ROYAL MAIL GROUP LTD,22/09/2014,152.28
Neighbourhood & Leisure Services,Transport and Highway Development,EHBR,Supplies & Services,Protective Clothing,Red Zulu Limited,30/09/2014,119.6
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,12/09/2014,2465.84
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,30/09/2014,994.57
Neighbourhood & Leisure Services,Transport and Highway Development,ESAB,Supplies & Services,Other Services,BIOGAS TECHNOLOGY LIMITED,29/09/2014,124.7
Neighbourhood & Leisure Services,Transport and Highway Development,ETAA,Supplies & Services,Concessionary Travel,ARRIVA MIDLANDS NORTH LIMITED,30/09/2014,120983.36
Neighbourhood & Leisure Services,Transport and Highway Development,WCAP,Capital Expenditure,Payments to Contractor,CYRIL ORCHARD MANAGEMENT LTD,25/09/2014,110
Neighbourhood & Leisure Services,Transport and Highway Development,WCAP,Capital Expenditure,Payments to Contractor,J R SLEE BUILDERS,24/09/2014,30340.66
Neighbourhood & Leisure Services,Transport and Highway Development,WCAP,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,19/09/2014,34746.63
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,17/09/2014,-43881.33
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,11/09/2014,1862.21
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,17/09/2014,-43881.33
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,10/09/2014,43881.33
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,JACOBS UK LIMITED,10/09/2014,43881.33
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Engineers Fees,Morelock Signs Ltd,22/09/2014,175.46
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,Payments to Contractor,RINGWAY INFRASTRUCTURE SERVICES LTD (69527857),16/09/2014,536028.56
Neighbourhood & Leisure Services,Transport and Highway Development,WCBR,Capital Expenditure,External Professional Fees,Stephenson Harwood LLP,11/09/2014,200
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Other Capital Expenditure,BRITISH GAS BUSINESS (GU45 1AW),25/09/2014,216.63
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Other Capital Expenditure,Geotechnical Observations Limited,25/09/2014,34254
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,30/09/2014,43996.9
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,02/09/2014,41884.13
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,GROUND INVESTIGATION & PILING LTD,02/09/2014,72783.39
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,MCPHILLIPS (WELLINGTON) LTD,25/09/2014,"183,961.03"
Neighbourhood & Leisure Services,Transport and Highway Development,WDAJ,Capital Expenditure,Payments to Contractor,TELFORD & WREKIN SERVICES LTD,12/09/2014,3264.64
Neighbourhood & Leisure Services,Transport and Highway Development,WEAR,Capital Expenditure,Payments to Contractor,AJB CONTRACTING LTD,11/09/2014,30627.5
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,ECAA,Supplies & Services,Bulk Refuse Contracts Purch,CRAEMER UK LTD,03/09/2014,3780
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EECD,Premises-Related Expenditure,R&M -Buildings DLO Charge,TELFORD & WREKIN SERVICES LTD,12/09/2014,9476.99
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,Barnardos (Charity),17/09/2014,264.15
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,CHAIRS & SPARES,30/09/2014,410.18
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,SEVERN HOSPICE,30/09/2014,2038.46
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAB,Supplies & Services,Commissions,THE ROYAL MARINES ASSOCIATION,08/09/2014,526.81
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,22/09/2014,1470
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,22/09/2014,435
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,17/09/2014,1240
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,17/09/2014,555
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,17/09/2014,283.2
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,08/09/2014,320
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,AQUA FORCE SPECIAL WASTE LTD,08/09/2014,555
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,22/09/2014,265.5
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,22/09/2014,225
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,10/09/2014,202.5
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Service Contracts,CARTWRIGHTS WASTE DISPOSAL SERV LTD,10/09/2014,1265.1
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,30/09/2014,414.6
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,22/09/2014,438.15
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,17/09/2014,370.05
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,08/09/2014,364.95
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,08/09/2014,465.3
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Materials,JACK MOODY RECYCLING,10/09/2014,7969.8
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,JACK MOODY RECYCLING,10/09/2014,1402.56
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,SITA UK,01/09/2014,862.95
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Green Waste,SITA UK,22/09/2014,790.7
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Supplies & Services,Other Services,SITA UK,15/09/2014,1888
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Third Party Payments,Specialist Waste Contractor charge,SRCL LTD,17/09/2014,477.34
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,30/09/2014,151
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,17/09/2014,163.15
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAE,Transport-Related Expenditure,Tyres - Routine,CREDENTIALS ENVIRONMENTAL LTD,08/09/2014,430.25
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAR,Third Party Payments,Private Contractors,VEOLIA ES (UK) LTD,15/09/2014,4353.38
Neighbourhood & Leisure Services,Waste & Neighbourhood Services,EWAR,Third Party Payments,Private Contractors,VEOLIA ES (UK) LTD,15/09/2014,486323.15
,,,,,,,"12,769,402.28"
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
