Service Delivery Area(T),Service Delivery Team(T),CostC,ExpenditureGroup(T),Account(T),Supplier Name(T),Trans Date,Amount,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,08/05/2013,3412,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,17/05/2013,3412,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CLIFFORD HOUSE FOSTERING LTD,28/05/2013,3412,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,21/05/2013,3366.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,3339,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,07/05/2013,3320.31,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,24/05/2013,3271.8,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,08/05/2013,3258,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,3236.79,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,3236.79,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,3236.79,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,ACORN FOSTERING SERVICES,29/05/2013,3190,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,3172.07,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,3172.07,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/05/2013,3168,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,3139.67,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,3107.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,3107.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,29/05/2013,3107.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/05/2013,3049.1,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,29/05/2013,3009.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,29/05/2013,3009.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,2978.57,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,2978.57,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,NATIONAL FOSTERING AGENCY,17/05/2013,2952.6,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,2951.79,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,28/05/2013,2950.74,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/05/2013,2929.04,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/05/2013,2929.04,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,2863.24,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,08/05/2013,2838,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,16/05/2013,2678.57,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,24/05/2013,2625,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,29/05/2013,2571.3,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FREEDOM FOSTERING,28/05/2013,2489.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,CORE ASSETS FOSTERING LIMITED,29/05/2013,1792.56,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,07/05/2013,1524.98,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,FOSTERING SOLUTIONS LTD,07/05/2013,1350.44,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/05/2013,994.29,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,28/05/2013,895,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,07/05/2013,895,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,SWIIS FOSTER CARE LTD,17/05/2013,895,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/05/2013,892.86,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/05/2013,857.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,07/05/2013,857.14,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,29/05/2013,129.64,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,22/05/2013,-1019.17,
Children's Safeguarding,Children in Care & Fostering,JPAD,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,28/05/2013,-3514.29,
Children's Safeguarding,Children in Care & Fostering,JPAM,Supplies & Services,Equipment - Purchase,SPECIALIST COMPUTERS CENTRES PLC,07/05/2013,137.37,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,Sandwell Home Care - MELROPE LTD,29/05/2013,4085.71,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,10/05/2013,3697.68,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,29/05/2013,3338.57,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,INDEPENDENT CHILDCARE GROUP OF SCHOOLS L,29/05/2013,2657.01,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,HILLCREST CARE LTD,31/05/2013,2550,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,External Foster Care Payments,FAMILIES@FAMILYCARE,10/05/2013,2403.43,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,03/05/2013,37972.58,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ST HELENS COUNCIL,17/05/2013,18002.7,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,17/05/2013,16545,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,07/05/2013,15691.17,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,SUNFIELD CHILDRENS HOMES LTD,15/05/2013,15691.17,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,29/05/2013,15074.86,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,21/05/2013,15074.86,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,AMBERLEIGH CARE LIMITED,14/05/2013,14588.57,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,PROGRESS CHILDREN'S SERVICES LTD,14/05/2013,14198,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,24/05/2013,13776.79,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,17/05/2013,13384.25,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,17/05/2013,13384.25,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,20/05/2013,13384.25,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,17/05/2013,13384.25,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,NEW HORIZONS CHILD CARE LTD,21/05/2013,13285.8,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,10/05/2013,12952.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,15/05/2013,12952.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,15/05/2013,12952.5,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,28/05/2013,12642.9,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,28/05/2013,12642.9,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,EDUCARE ADOLESCENT SERVICES LTD,28/05/2013,12642.9,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,MGM CARE SERVICES LTD,31/05/2013,11924.15,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,10/05/2013,11691.34,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,22/05/2013,11180,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,10/05/2013,11071.34,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,BETTERCARE KEYSS LTD,16/05/2013,10560,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,Sandwell Home Care - MELROPE LTD,24/05/2013,9428.57,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,15/05/2013,9066.75,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,17/05/2013,8000,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,CASTLE HOMES CARE LIMITED,09/05/2013,7639.98,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,ABC CARE LTD,17/05/2013,6000,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,31/05/2013,1700,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,KEYS CHILDCARE LTD,31/05/2013,1700,
Children's Safeguarding,Children in Care & Fostering,JPAN,Third Party Payments,Residential Expenditure,DUN & BRADSTREET LIMITED,22/05/2013,157.85,
Children's Safeguarding,Children in Care & Fostering,JPAT,Third Party Payments,Childminders,EARLYWORLD LIMITED,07/05/2013,500,
Co-Operative Council,Community Engagement & Voluntary Sector,AEAH,Supplies & Services,Grants To Voluntary Organis,A4U,08/05/2013,12690,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAB,Supplies & Services,Translation Services,VISS LTD,30/05/2013,125,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAC,Supplies & Services,Comp Hardware (Purch / Hire),SPECIALIST COMPUTERS CENTRES PLC,29/05/2013,142.83,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,LAWLEY & OVERDALE P/C PRECEPT,08/05/2013,1500,
Co-Operative Council,Community Engagement & Voluntary Sector,MCAE,Supplies & Services,Grants To Voluntary Organis,NEW COLLEGE,08/05/2013,208,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Community Newspaper,PRECISION COLOUR PRINTING,07/05/2013,6406,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Computer Software (Maint),JADU LIMITED,23/05/2013,6031.32,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Computer Software (Maint),Texthelp Ltd,16/05/2013,3495,
Co-Operative Council,Corporate Communications,MMAB,Supplies & Services,Photography,METRO PHOTOGRAPHIC,03/05/2013,580,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,02/05/2013,1623.15,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/05/2013,1015.92,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,10/05/2013,1015.92,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,14/05/2013,841.68,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/05/2013,624.37,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,03/05/2013,624.37,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,14/05/2013,624.37,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,13/05/2013,540,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,07/05/2013,540,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,13/05/2013,540,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,07/05/2013,540,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,TSL EDUCATION LIMITED,13/05/2013,499,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,JGP Resourcing Limited,03/05/2013,495,
Co-Operative Council,Corporate Communications,MMAD,Employees,Recruitment Advertising,THE MIDLAND NEWS ASSOCIATION LTD,02/05/2013,-1623.15,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,21/05/2013,900,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,23/05/2013,765,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/05/2013,607.5,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,23/05/2013,577.49,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,14/05/2013,546.75,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,CBS OUTDOOR LIMITED,17/05/2013,510,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,13/05/2013,437.4,
Co-Operative Council,Corporate Communications,MMAD,Supplies & Services,Advertising,THE MIDLAND NEWS ASSOCIATION LTD,02/05/2013,400.95,
